pc_filelist,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,crr,fhd,fd,fds,och,rug,rum,wetup,PCA1,PCA2
hoh_751187.9_915860.7.laz,669.65,630.0494671403197,13.428927915085882,0.24236061689851005,2.226146821296181,0.6043337989200986,48.92620700791216,100,611.25,612.836,614.37,616.07,618.5,621.0600000000001,623.298,625.39,627.62,629.66,631.53,633.5600000000001,635.79,637.9300000000001,640.22,642.49,645.04,648.284,653.0620000000001,0,0,0,0,0,0,0,0,0,0.6628564123955483,3.9322520813062565,2.2218226022062226,1.9245449236670287,632.595,13.241932689590993,11.304960397401961,UPL,-1.166555459088285,-2.022944295380735
hoh_751728.4_933064.8.laz,2100.85,1985.533357742454,54.00449468061144,-0.3171868690671099,2.2886826944912793,0.6888715717159716,54.7597785318807,100,1886.0860000000002,1906.98,1922.01,1931.708,1943.5,1957.8,1968.911,1979.174,1984.98,1992.91,2000.027,2006.5900000000001,2012.161,2019.1080000000002,2026.6200000000001,2034.292,2041.309,2052.62,2065.263,0,0,0,0,0,0,0,0,6.145051804215791,1.076890163564641,5.269934553395279,2.1393513649211613,1.6489740831449557,2000.72,53.69985838289931,40.641888040555145,UPL,6.561984322743247,1.6413636189191045
hoh_752036.4_914021.3.laz,713.61,661.5812605537012,10.226913518521952,1.7870463359543933,6.4148491130468885,0.4863159123491978,34.75358334969566,100,652.98,653.25,653.57,653.87,654.23,654.62,655.156,655.77,656.59,657.64,658.69,659.84,661.48,663.35,665.58,668.24,671.558,676.2420000000001,682.84,0,0,0,0,0,0,0,0,0,0.18357662813567732,3.195259235454203,2.1104499130756587,1.848553519355153,657.6800000000001,10.36454314218996,5.209854976893326,WET,-1.1742353203802294,-3.640468948657606
hoh_753055.7_917614.7.laz,781,750.5272397868562,18.833535490454878,-2.2333546283175267,8.751237230543198,0.5903522207218874,65.55950266429839,100,712.375,733.036,738.4045000000001,742.98,746.36,748.78,750.72,752.26,753.51,754.835,756,757.25,758.4555,759.78,761.22,762.83,764.4,766.7,769.9665,0,0,0,0,0,0,0,0,4.796589092201101,2.5507121522037237,3.932085330992877,2.071043595048376,1.8237542731295324,756.49,11.141406255399644,15.327161680413413,UPL,0.19266246835652961,-1.5520909494871333
hoh_754582.1_908503.1.laz,826.77,760.1918599562364,32.65784925516067,-0.5690463187260443,2.3857644572604557,0.6665828079642218,59.34354485776805,100,700.1,700.8620000000001,707.12,732.6800000000001,742.22,750.39,755.017,759.38,763.722,766.86,769.98,773.242,776.9730000000001,780.94,784.48,788.0600000000001,792.29,796.638,803.38,0,0,0,0,0,0,0,0,26.349576889407643,0.931715123244074,4.4777877053932045,2.195831889179948,1.7660400167730244,773.98,31.928331865927316,25.967349268556745,UPL,-0.12879650917940197,-0.0231137051185485
hoh_754781.3_914841.4.laz,706.95,638.2607342977477,20.60639888950296,1.095632680933482,3.342105575913285,0.6159430861692531,38.033327229445156,100,617.52,618.14,619.09,620.27,621.85,623.39,624.87,626.54,628.44,630.94,633.92,636.97,640.6800000000002,645.11,649.9,655.28,661.48,671.5500000000001,682.3100000000001,0,0,0,0,0,0,0,0,58.82783882783883,0.31869221593716807,4.041177914931637,2.068518726029492,1.8725921102667613,630.08,20.91712286014017,7.655236913954139,WET,-1.262411870333867,-1.7868437066180987
hoh_754895.1_918463.3.laz,624.51,596.5573462028002,5.159616638629968,1.4623277039040354,6.347347099110274,0.4468185754936798,45.396690708527785,100,590.4695,591.21,591.73,592.12,592.5500000000001,593.08,593.86,594.52,595.24,595.96,596.62,597.14,597.67,598.26,598.92,599.74,600.72,602.53,606.33,0,0,0,0,0,0,0,0,0,0.2843145506133064,2.876156578362445,2.066193255531903,1.8344437418398938,595.9300000000001,5.180316821303944,2.5733770718198987,UPL,-1.46291515531501,-3.8707571402478846
hoh_755772.1_917529.4.laz,676.61,623.851480922804,24.45103860533388,-0.7074745438398132,2.8182662636996647,0.6653195715577445,58.47382431233363,100,572.4535000000001,576.667,598.49,606.59,610.8,615.32,619.32,622.8879999999999,625.46,628.0500000000001,631.13,633.96,636.51,639.07,641.3000000000001,644.26,647.37,651.28,656.99,0,0,0,0,0,0,0,0,22.424349986689148,1.0224221958140447,4.335950877165029,2.2189464468959907,1.9387977827298986,634.12,19.993976756237412,27.659876750489033,UPL,-0.95178400244511,-0.8333803051097669
hoh_755914.4_922056.7.laz,441.73,401.8442377366172,13.575011473908953,-0.11901610949971152,1.9981187479434088,0.6112882232295986,58.45715448809281,100,381.024,382.35600000000005,383.69,385.07,386.78000000000003,392.692,398.136,401.25,402.95,404.56,405.84000000000003,407.09000000000003,408.79,410.53000000000003,411.97,413.538,415.656,418.04,421.85,0,0,0,0,0,0,0,0,34.05944625407166,0.5587015634668021,3.7231724695006427,2.173685552825357,1.8443639404935828,406.69,12.168342447992854,11.263296713412803,WET,-2.3775217454521713,-1.6355743141046388
hoh_756848.4_922933.8.laz,516.27,419.60389391796326,39.45637822438852,0.4021021160358325,2.028463849912096,0.6906311422955956,52.8005657708628,100,374.77,375.13,375.52,376.11,377.13,378.84000000000003,384.68449999999996,401.134,415.81350000000003,422.87,427.76,431.99,435.16550000000007,437.96000000000004,441.8525,456.0580000000001,467.33950000000004,480.023,492.04499999999996,0,0,0,0,0,0,0,43.6129579855708,83.88739567124063,0.48211204326790996,4.314117132592006,2.1747468336612945,1.8254368172775817,434.45,37.56951879792279,39.480692888033296,WET,-2.2817264943837365,0.48886276461487804
hoh_756876.8_923839.2.laz,460.2,407.8798895942589,21.17733464856582,0.26865160855677284,2.1048514949223804,0.637119934446534,54.14021529119514,100,381.43,381.92,382.51,383.17,383.99,385.27,397.5625,403.51,407.32,410.33,412.79,415.16,417.45,419.59000000000003,421.85,425,428.87750000000005,436.81,446.61250000000007,0,0,0,0,0,0,0,0,58.219461697722565,0.5269463191200305,3.906603567521676,2.213800962846875,1.8765208741271577,415.22,19.526215007074992,23.093955280685456,WET,-2.394194758522943,-1.1853069566889392
hoh_757554.6_916567.laz,658.69,603.2277963362069,25.208483165525145,0.11091795962209695,1.468013285916771,0.592174294418095,52.1551724137931,100,573.95,574.57,575.03,575.46,576.0725000000001,576.74,577.36,584.5500000000001,599.64,606.15,611.65,616.07,619.52,622.7,626.11,629.248,632.6085,635.92,640.85,0,0,0,0,0,0,0,0,42.266930123944675,0.5646691668807926,3.843360999227555,2.1704307962883513,1.7574428526239922,614.07,25.578061755787598,20.10372690940311,WET,-1.2209391096920408,-0.9367670859928373
hoh_759735.5_928281.3.laz,865.12,811.300957539752,22.99781592818351,-0.886298485229719,4.017312085025196,0.6502075222558866,55.180849204962435,100,768.0174999999999,783.5450000000001,790.35,794.65,798.4300000000001,802.26,805.15,808.3000000000001,811.45,814.615,817.5125,820.08,822.37,824.74,827.79,830.48,833.46,836.74,842.4125,0,0,0,0,0,0,0,0,7.217125382262997,1.3328174241066066,4.397267792332349,2.1669215471798955,1.9205410841278683,818.4,18.545126880959565,22.337562765036317,UPL,0.14511839759292045,-1.0531108149139055
hoh_761569.6_900126.2.laz,2445.34,2395.0858111380144,17.18125968863282,-0.18120052616761725,3.146504862812004,0.5423138056451821,49.73769168684423,100,2367.7625,2374.715,2378.25,2380.9700000000003,2383.29,2385.89,2388.2200000000003,2391.1,2392.9625,2394.895,2397.21,2399.5,2402.0525000000002,2404.52,2407.0275,2409.58,2412.5825,2417.32,2423.32,0,0,0,0,0,0,0,0,0,1.079428647967849,4.231099475381102,1.9795550963564614,1.8862153674388098,2395.73,16.431746981707242,6.1019009976190635,UPL,8.15623089339319,-1.5470436605682771
hoh_762338.2_924574.laz,627.5600000000001,571.616186966187,36.115140418213024,-1.6946611131580682,5.040431400801478,0.6759453979027716,68.88966888966888,100,476.389,496.78,551.966,561.65,567.22,570.96,573.75,576.34,579.03,581.53,583.86,586.38,588.7460000000001,591.11,593.355,595.992,598.95,602.49,607.02,0,0,0,0,0,0,0,10.168499882986193,22.49005382635151,1.7534769556536414,4.354331618025261,2.1499835375903613,1.8777602298025313,587.73,20.53406450415634,47.5943805097199,UPL,-0.7962029356799148,0.035790018293394676
hoh_763608.3_907313.laz,1969.75,1897.5036119740187,29.34503612198843,0.011316459666245435,2.38452005552567,0.624551726178336,47.924315165207574,100,1853.41,1860.69,1865.74,1871.16,1875.88,1880.1100000000001,1884.08,1887.92,1891.17,1895.9,1899.57,1904.7200000000003,1910.1000000000001,1915.65,1920.6000000000001,1925.95,1931.43,1937.46,1945.4,0,0,0,0,0,0,0,0,0,1.3101500927628256,4.73763824017432,2.0358207646854933,1.712364878436838,1899.815,26.879909955652064,11.75583997109924,UPL,5.821891191452052,-0.2756249304874547
hoh_764319.9_929950.laz,2055.38,1985.5682990623459,26.64413402771651,0.2826657780988244,2.5224608384912712,0.6094105801494241,45.994406974831385,100,1943.93,1952.29,1959.54,1963.05,1966.24,1969.5800000000002,1972.63,1976.3400000000001,1979.3600000000001,1982.77,1986.307,1990.412,1994.39,1999.01,2003.57,2008.9140000000002,2016.3,2024.1360000000002,2034.1840000000002,0,0,0,0,0,0,0,0,0,0.9042653053063835,4.648715553103874,2.166010085439067,1.8758732294138063,1986.855,24.73619703085828,17.074578137665902,UPL,5.998998276015788,-0.8890461187755079
hoh_764883.8_919055.7.laz,959.0500000000001,900.3070871428572,32.44246697456512,-0.8908568605933453,2.9954480270671997,0.68450186691741155,60.42857142857143,100,834.61,847.6670000000001,861.22,875.124,882.51,890.011,895.7560000000001,900.62,905.35,908.745,912.808,916.21,918.6105000000001,921.4200000000001,924.2875,927.726,930.9,934.74,939.27,0,0,0,0,0,0,0,0,15.90454415547299,1.5623516553571373,4.699750946193216,2.1225517908757805,1.8245189815354506,916.47,24.294381051770237,28.50503132003101,UPL,0.8084609537012544,0.0138232737489474
hoh_766723.3_919904.2.laz,801.21,732.4985577829448,33.378041973323135,-0.983523133568019,3.4094663450468334,0.7024035166107123,60.158361088418275,100,657.54,669.88,703.08,714.412,720.27,724.9300000000001,729.2360000000001,732.61,735.73,738.71,741.7180000000001,744.95,748.29,751.9,755.74,759.25,763.42,768.5,774.54,0,0,0,0,0,0,0,0.16339869281045752,25.65987933634992,1.3739859728851833,4.696356367390344,2.1837118290717106,1.9715370502015013,745.37,25.982197851250007,51.70856287580378,UPL,-0.09875286199215379,0.040172217750025385
hoh_768192.6_908981.6.laz,2289.46,2214.8276573295984,30.140811081695716,-0.35842784680834816,3.004544559320133,0.6173128765961737,52.352941176470594,100,2159.688,2175.7470000000003,2183.2105,2188.8340000000003,2195.2400000000002,2201.452,2205.93,2209.41,2212.86,2216.43,2219.648,2223.78,2228.01,2232.038,2237.07,2241.14,2245.34,2251.7030000000004,2262.07,0,0,0,0,0,0,0,0,0,1.4805599472816855,4.775576403607426,2.0288836299230417,1.9133657510276898,2219.5,27.847322654515892,19.907328843613577,UPL,7.492526622732343,-0.45785017362957714
hoh_769838.3_932495.7.laz,3018.4,2968.116112616427,16.665571261677286,-0.24095004516083507,3.2676216277057644,0.524211772314461,52.17612193056732,100,2939.148,2947.6,2951.5505000000003,2954.46,2956.36,2958.79,2961.94,2964.56,2966.96,2968.96,2970.93,2972.76,2974.9,2977.19,2979.46,2982.31,2985.4795000000004,2988.87,2994.4365,0,0,0,0,0,0,0,0,0,1.4095193570809892,4.200237478266086,2.0839132827830755,2.043141522099306,2970.83,15.320864865863479,15.474682480143416,UPL,11.006652718513706,-1.7221305468584487
hoh_770880.5_907990.7.laz,1953.7,1836.8859491371481,55.21533434424206,-0.0022292944634939014,2.1884211370521296,0.6983419831543467,47.002724795640326,100,1742.8715000000002,1762.23,1775.4705,1787.33,1797.6075,1804.95,1812.04,1819.308,1826.8,1832.295,1841.73,1854.52,1859.704,1873.26,1880.44,1891.3700000000001,1900.8995,1908.893,1927.4065,0,0,0,0,0,0,0,0,9.128894540830231,0.9749336513537952,5.2916726127505544,2.10222070596091,1.7312815815717675,1841.17,55.32814597475619,46.079936789452354,UPL,5.780743526242268,1.4699322728159094
hoh_771165.3_917045.4.laz,1963.91,1848.9571008581868,54.92517597378545,-0.24748016527224986,2.3895243107859407,0.7048344043675975,53.58993967201972,100,1749.51,1771.998,1786.058,1798.29,1810.72,1820.1860000000001,1829.6200000000001,1838.22,1846.03,1854.98,1861.28,1867.834,1874.27,1880.8400000000001,1888.15,1898.88,1907.48,1921.8180000000002,1935.19,0,0,0,0,0,0,0,0,8.71855880353501,1.1565354319091568,5.344542666640259,2.084020246778206,1.758072860319376,1860.63,55.18985325803861,45.2884819097243,UPL,5.926105956225165,1.5715728636200663
hoh_772634.5_906122.7.laz,2481.46,2354.881749558072,53.00158220823021,-0.43459695801838044,2.859195902342999,0.6740711383476504,53.07438727246667,100,2246.795,2275.62,2297.615,2315.12,2326.83,2336.68,2341.07,2345.96,2352.16,2359.77,2366.1,2371.2200000000003,2375.78,2384.71,2391.76,2400.68,2409.18,2419.19,2436.885,0,0,0,0,0,0,0,0,1.5289058767319637,1.145392269618919,5.268946061341675,2.1457670673689844,1.8975292656335638,2368.09,48.23105825810426,83.8093678572961,UPL,8.550368917545281,1.5380623737265626
hoh_775578.8_913281.1.laz,2681.62,2561.00983074051,52.26622924954861,-0.613197821729047,2.796329362468867,0.6636669518935414,57.274424393279396,100,2458.4079999999994,2479.39,2498.09,2518.79,2532.8775,2540.4500000000003,2549.01,2558.3,2564.43,2570.5,2576.2385000000004,2582.9,2587.3940000000002,2592.55,2596.85,2603.576,2611.696,2623.12,2634.6265,0,0,0,0,0,0,0,0,0.012446325222478065,1.2259317074863998,5.239103968188334,2.163228090356537,1.8620620400743013,2580.67,48.292979420736806,71.83389822666756,UPL,9.573683905142659,1.512895082949659
hoh_776996.8_929551.5.laz,883.5600000000001,793.8511332751527,40.730187130868025,0.3781021057309171,1.6286601292444776,0.6586976405020328,45.904500685700036,100,749.8000000000001,750.62,751.28,752.26,753.54,755.38,758.17,763.78,772.37,782.1800000000001,795.9,808.2,818.01,826.64,831.99,837.2,845.1800000000002,851.9,861.19,0,0,0,0,0,0,0,0,54.63840399002494,0.5141201194371816,4.468577919071829,2.0675554732378267,1.7687550368470513,779.97,41.84866677653394,27.564646176209493,UPL,-0.03524571686300223,0.11895309501838759
hoh_779286.2_915883.7.laz,2199.01,2133.477101827676,32.1369746897755,-0.3446936861104317,2.3266467317726303,0.6242206915445115,53.99804177545692,100,2075.7355,2088.48,2097.5715,2104.23,2109.8325,2115.25,2120.11,2126.664,2132.086,2137.15,2142.25,2145.93,2150.39,2155.277,2159.31,2163.64,2168.17,2173.29,2179.92,0,0,0,0,0,0,0,0,0,1.351490690901255,4.803854213473918,2.119520671564879,1.810251804403008,2142.9700000000003,30.305257751884753,18.590373117550417,UPL,7.018245923597268,-0.11597299993301796
hoh_779343.1_917694.6.laz,1234.71,1170.1171785173979,25.600880576857186,-0.03794128169065683,2.4487369158802728,0.6457688356862352,50.853684893019235,100,1125.06,1133.59,1141.1385,1147.948,1152.98,1156.53,1160.5465,1164.07,1167.58,1170.7,1174.05,1177.26,1181.23,1184.4530000000002,1187.9125000000001,1192.3020000000001,1197.18,1204.351,1211.2305000000001,0,0,0,0,0,0,0,0,0.043229222954717386,0.9478944735970244,4.596964482476791,2.111688572189131,1.9454025780167647,1173.46,23.94094932696325,16.327346966449813,UPL,1.9271339680826631,-0.9866560345387428
hoh_779713.3_929466.1.laz,827.1,722.6214028887523,50.42109981186594,0.28575862363426907,1.4910813490574517,0.6461193051559498,50.23048555623848,100,669.49,670.37,671.322,672.47,673.36,674.41,675.5600000000001,676.864,681.1045,724.36,739.5255,746.42,753.8115000000001,760.6840000000001,766.5175,775.39,783.9885,794.471,802.7094999999999,0,0,0,0,0,0,0,0,58.598432457353624,0.5271070287258238,4.340581425088985,1.938802929256082,1.7154307335298415,734.22,51.554396162677506,36.67559940624594,UPL,-0.1286442840859629,0.7000134823653291
hoh_780026.5_939426.6.laz,3064.66,2971.991850072905,46.43438809937986,-0.4014678221091425,2.342071988480832,0.6412483041319763,54.94467793121194,100,2885.3540000000003,2904.52,2919.94,2928.068,2936.9,2947.6,2956.139,2962.176,2971.8830000000003,2979.13,2986.246,2991.23,2997.9809999999998,3002.768,3008.66,3014.4579999999996,3020.8019999999997,3028.8,3037.7200000000003,0,0,0,0,0,0,0,0,0,1.2729492297591924,5.147743824897371,2.061817959168599,1.7996112748912336,2988.38,44.01870019834186,53.79771506006367,UPL,11.61037041023142,1.2317077719729346
hoh_781325_923070.6.laz,843.7,785.8486425069867,26.009504213511477,-0.7770234551235439,3.1461432293699985,0.6611054366239878,58.31767993769185,100,725.82,746.0600000000001,759.8100000000001,766.76,772.51,777.26,781.1,784.71,788.0600000000001,791.1700000000001,793.7,796.16,798.4170000000001,801.0500000000001,803.77,806.63,810.4300000000001,814.3000000000001,821.32,0,0,0,0,0,0,0,0,14.597269311829928,1.0791214798118822,4.454394215121225,2.186048688294645,2.028358094654541,796,20.85807457361459,38.80366842031849,WET,-0.004046017809801919,-0.8070063175011744
hoh_783221.4_925730.2.laz,840.4200000000001,686.0030812368565,63.94083436377623,0.39478632108736256,2.4268433781177805,0.7954316396669618,43.585949061453384,100,589.3000000000001,596.36,617.6800000000001,635.648,644.22,649.846,655.589,662.3000000000001,669.65,677.23,684.0500000000001,691.6940000000001,702.33,715.62,729.4300000000001,742.7080000000001,759.8700000000001,783.99,808,0,0,0,0,0,0,4.369839538868982,46.89203925845147,84.43682816638106,0.720990174707654,5.356358523784823,2.070087255195208,1.7579188559283956,686.51,63.19325365882499,63.07730174679167,UPL,-0.4220405990253589,2.608097595569972
hoh_784462.7_907563.4.laz,2828.08,2732.851513742072,31.947723222178517,0.6028637624876109,2.2765684160605986,0.5751947981098495,44.35517970401691,100,2696.19,2698.85,2699.31,2700.42,2703.6,2707.15,2710.3570000000004,2714.66,2719.32,2725.03,2731.69,2738.68,2745.2000000000003,2751.04,2758.07,2763.28,2771.62,2779.82,2791.4,0,0,0,0,0,0,0,0,0,0.4852698552501106,4.571276285620806,1.993967877851793,1.9215009832080348,2723.42,32.580734881937694,12.929184259177344,UPL,9.857036728523928,-0.8880377138257232
hoh_784690.6_914807.3.laz,1696.0900000000001,1633.3190992018244,27.6933396320778,-0.9484953503261794,3.308157994782566,0.598589947042725,65.47320410490308,100,1571.6200000000001,1584.0439999999999,1601.24,1613.9,1624.67,1630.5159999999998,1633.56,1635.5900000000001,1637.654,1639.5,1641.04,1642.532,1644.6200000000001,1647.234,1650.95,1654.3980000000001,1658.324,1664.1580000000001,1669.32,0,0,0,0,0,0,0,0,0,1.1533863347700828,4.451163260752215,2.0955729059324035,1.6740874758521336,1642.29,17.98259281201366,23.759626612315017,UPL,4.520970229531216,-0.22637462394408056
hoh_785203.3_931106.2.laz,707.71,559.3743566207718,47.868474460061876,1.2198737112209606,3.290555475963489,0.6405922717642388,36.477987421383645,100,521.85,522.54,523.13,523.82,524.54,525.2,525.88,526.48,527.4300000000001,529,534.783,548.7420000000003,562.442,573.8480000000001,585.86,598.6800000000001,621.009,640.6980000000001,662.75,0,0,0,0,0,0,0,66.55899353961237,88.30329819789188,0.2622724770290753,4.2035885270625855,1.9274628854890417,1.6452392205467858,528.05,47.86675859871969,22.09094509707755,UPL,-1.5097714050088729,0.5122774447901471
hoh_785231.8_932011.7.laz,790.45,585.4644786680541,78.1838256360913,1.2128885975834154,2.9530679042028596,0.6709353804741832,32.42455775234131,100,527.13,527.5600000000001,527.92,528.38,528.94,529.76,531.49,533.5600000000001,536.964,540.94,548.4399999999999,558.4300000000001,574.3420000000001,598.378,620.1100000000001,655.9540000000002,712.73,732.2860000000001,751.298,0,0,0,0,0,0,57.18151540383014,78.87177352206494,84.70024979184014,0.30043330996205564,4.476885032373533,1.9107169192946716,1.6992546955210344,539.27,76.34975501322836,36.613731627395936,WET,-1.3135742230097773,2.6188583877687193
hoh_785260.2_932917.2.laz,741.9300000000001,646.7052908837286,59.57281756694286,-0.49947734740850963,2.017418117545054,0.7572505417719184,58.07007466973004,100,545.77,547.67,551.77,566.1760000000002,607.855,624.942,635.73,643.498,652.23,657.87,666.24,673.5780000000001,680.837,688.48,695.2550000000001,702.36,709.74,716.57,725.021,0,0,0,0,0,0,0,22.22404595814526,55.79811243331966,1.1006102497594301,5.0048618530479985,2.0898157575542315,1.748182201272563,669.72,58.33337680176124,73.82636176630396,UPL,-0.2893687617628382,2.3896630169750175
hoh_787327.6_941009.8.laz,3212.23,3131.2398567484893,37.72218683136977,-0.7924131964097294,3.3687745428614626,0.6067062096212508,56.88278743564874,100,3052.52,3073.358,3094.7520000000004,3103.96,3113.9,3119.994,3124.86,3128.57,3133.13,3136.94,3140.05,3143.63,3148.29,3152.16,3157.08,3161.6940000000004,3170.63,3174.2400000000002,3182.87,0,0,0,0,0,0,0,0,0,1.445976658972074,4.898983176893528,2.091133326814951,1.8568518716477962,3140.54,31.9994928868398,50.378114071752236,UPL,12.307819563072409,0.5163775385208974
hoh_788113.1_908354.9.laz,2908.52,2809.437728105533,49.159545281136175,-0.46758213868632303,2.497080798633697,0.6506464161758096,54.952974227433735,100,2720.14,2735.45,2748.91,2766.468,2777.535,2786.404,2795.894,2803.1220000000003,2809.331,2816.33,2821.88,2827.59,2835.4900000000002,2841.8959999999997,2848.3050000000003,2853.9,2859.71,2868.116,2879.051,0,0,0,0,0,0,0,0,0,1.33502921941902,5.189165193156226,2.109473080770517,1.7063980120287092,2829.7200000000003,43.2532142112177,48.859257625123476,UPL,10.779515293547712,1.402387594482281
hoh_789924.1_908297.9.laz,2502.82,2441.045709566075,26.663399183857646,-0.3250740599695563,2.493840256096429,0.5938966754809025,53.264299802761336,100,2393.43,2403.897,2411.5055,2417.2200000000003,2421.75,2426.05,2430.77,2435.13,2439.37,2444.25,2447.93,2451.7000000000003,2455.2400000000002,2458.3,2461.25,2464.73,2468.83,2473.7830000000004,2480.012,0,0,0,0,0,0,0,0,0,1.3007953470873885,4.647344452558688,2.135818138662256,1.9789099160969665,2448.4900000000002,24.91838828205079,22.864434485857345,UPL,8.456120133777688,-0.7553559946390113
hoh_790072.6_941829.9.laz,2927.62,2818.749460635882,45.95741618127604,-0.9344648015621113,3.4892413576976544,0.6281158522845,59.47829926823114,100,2721.0945,2750.88,2770.6135,2782.25,2799.11,2806.977,2814.56,2818.2000000000003,2825.03,2829.46,2833.416,2837.4,2840.55,2845.27,2850.2300000000005,2855.77,2861.35,2867.8610000000003,2875.13,0,0,0,0,0,0,0,0,0,1.2628711260081802,5.013586240102405,2.063050616236989,1.839033590150829,2838.25,39.02102186248038,93.53548697383405,UPL,11.022773016334288,1.4905005578001678
hoh_790408.4_923691.3.laz,2933.46,2828.9107814383287,48.99583083563763,-0.14207408903410249,2.2632084396512537,0.6521915293201102,50.55845721173162,100,2745.7000000000003,2757.93,2769.68,2781.874,2796.29,2804.7200000000003,2811.48,2816.69,2823.55,2829.4900000000002,2837,2844.88,2853.4700000000003,2860.46,2864.8500000000004,2871.2200000000003,2882.7400000000002,2894.25,2908.9500000000003,0,0,0,0,0,0,0,0,0,1.137079579109464,5.207056664226395,2.0956005378399647,1.9011664182547865,2834.18,47.00120346695462,73.2470780941895,UPL,10.885688602293339,1.288169201983787
hoh_791678.1_906430.laz,2882.02,2828.8975218804703,20.276529411706203,-0.19280106983013492,2.4068958632451536,0.5500444240819423,52.96324081020255,100,2792.2439999999997,2800.26,2806.9620000000004,2811.286,2814.13,2817.772,2820.79,2823.94,2827.52,2830.54,2833.2000000000003,2835.92,2838.4260000000004,2841.2000000000003,2843.96,2847.2400000000002,2850.52,2854.62,2860.1,0,0,0,0,0,0,0,0,0,0.9289386268734381,4.381789587085248,2.2048830316510215,1.9719382518651232,2834.54,19.620768256242794,20.39788921564025,UPL,10.191753702120911,-1.239925095087615
hoh_792532.8_933594.9.laz,826.47,630.7897109428768,78.28949423395878,0.8853016204268154,2.4330986562298254,0.7373028039531283,35.640546652246584,100,555.25,555.94,556.72,558.14,560.255,568.21,580.48,590.35,595.9300000000001,601.61,608.3000000000001,617.03,632.87,663.25,684.695,715.65,743.405,766.11,785.9200000000001,0,0,0,0,0,0,34.051130776794494,69.80334316617503,85.16224188790561,0.39661486252312733,4.952583570872368,2.0281554237236796,1.6979601273058862,598.16,76.32410538884248,47.82678422815174,WET,-0.9413647177045043,2.95101204173332
hoh_793011_919983.8.laz,1968.73,1887.1333035532996,26.47903077045086,0.5375263749002127,2.66832482727548,0.6058647476947981,42.90355329949239,100,1852.734,1857.67,1860.8600000000001,1864.01,1867.16,1870.14,1872.8,1875.06,1877.98,1881.49,1885.566,1889.63,1894.48,1899.14,1905.38,1911.3500000000001,1918.27,1926.1460000000002,1937.25,0,0,0,0,0,0,0,0,0,0.894194332989445,4.595571321734378,2.036850666576267,1.8308950869402172,1882.525,26.03333307774044,9.966207718410198,UPL,5.580550210223955,-0.9725000483565494
hoh_793096.4_922700.3.laz,2664.59,2541.7456408549174,75.49393013963619,-0.038948878207946104,1.4790625225853418,0.6810583690445737,52.95958452626673,100,2434.61,2446.574,2453.44,2459.9700000000003,2467.32,2475.2360000000003,2483,2498.364,2523.8140000000003,2553.54,2567.7400000000002,2581.98,2592.9610000000002,2604.33,2613.05,2623.78,2630.05,2638.38,2646.2200000000003,0,0,0,0,0,0,0,0,0,1.1156852606724141,5.372055934603365,2.015988624609399,1.790009368946879,2561.51,76.8271051926801,81.28153545981354,UPL,9.831153404619748,2.764428825626826
hoh_794429.3_936254.4.laz,846.65,649.5636652377241,88.78309800144474,0.8737596411876939,2.2222220515521425,0.6941685585278723,38.54247856586126,100,575.66,576.8000000000001,577.59,578.21,578.94,579.76,581.2,582.74,585.99,591.5,606.232,636.5280000000002,666.89,688.91,723.62,750.9440000000001,776.7505,803.277,820.21,0,0,0,0,0,0,50.652894172675886,67.84252582342623,82.26466575716235,0.3875137529440861,4.679589747439044,1.9049649072816477,1.6666816507968745,586.32,88.62311520255255,36.671314666409394,WET,-0.7420192485597195,3.2641702420677046
hoh_794600.2_941687.5.laz,1693.6000000000001,1533.7318529484332,81.91547644300485,-0.0991175471196898,1.9383659306061547,0.748457089971437,50.77720207253886,100,1399.8,1410.745,1425.3825000000002,1446.81,1472.2024999999999,1487.2150000000001,1502.65,1514.47,1524.655,1535.395,1546.16,1556.16,1575.3075000000001,1589.5149999999999,1605.2625,1619.58,1627.95,1640.1200000000001,1656.29,0,0,0,0,0,0,0,0,44.78035538005923,0.8939983078826365,5.5644878528845085,2.095209025384967,1.5621258393106092,1542.42,84.70691531354346,83.76480834971558,UPL,4.606446559790354,3.6924310921808505
hoh_796268.8_937103.laz,768.3100000000001,617.6328628875341,38.40299358458821,1.6787806760680235,5.057483524812565,0.6342237571538855,29.977947853158643,100,588.662,589.4,589.8000000000001,590.22,590.75,592.03,594.5500000000001,596.78,598.49,600.65,603.0500000000001,606.1940000000001,611.02,617.5260000000001,627.66,642.792,659.64,680.164,705.15,0,0,0,0,0,0,0,68.13700051894136,92.91645044110015,0.2130572925842918,4.213905236421176,2.020735874879527,1.7914646958790892,601.0500000000001,38.142807899048734,22.032599962080045,WET,-1.489876926152248,-0.4646380325205636
