pc_filelist,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,crr,fhd,fd,fds,och,rug,rum,wetup,PCA1,PCA2
hoh_684010.5_883529.9.laz,263.78000000000003,224.90780079514542,9.764638273294048,0.8198159096455935,3.098537394662753,0.6369793851172907,41.8706842435656,100,212.93,214.53,215.65,216.4,217.19,217.892,218.83,219.98000000000002,221.1,222.44,223.88,225.56,227.39000000000001,229.33,231.56,233.672,235.96900000000005,238.98000000000002,243.70000000000002,0,0,0,0,0,0,0,1.9673503557974048,87.67266638760988,0.3943126735477105,3.5512335937168364,2.209772115774875,1.8281160955321931,222.77,9.906985345933162,5.302741438315801,WET,-3.7369169894039826,-2.0837440104976337
hoh_684124.2_887151.5.laz,264.93,200.5385604472397,22.44852512831298,0.2518239129339221,2.1307030563901894,0.7879168526494064,49.56324248777079,100,168.04,170.73,174.19350000000003,177.69,180.94,184.42000000000002,187.73149999999998,191.936,196.27049999999997,200.14499999999998,204.63,207.45000000000002,209.91,213.42000000000002,217.85,221.29,226.44,231.82,238.39000000000001,0,0,0,0,0,0,31.853922767779135,68.1810239384938,95.05504106237987,0.5784706896748193,4.396155006651564,2.2544899355848638,1.7949566710683396,208.3,21.369211737592654,22.264153432523933,WET,-3.9767268187550315,0.7595169618664629
hoh_684944.4_884406.9.laz,251.67000000000002,219.94197774908116,9.210125742110009,0.49666665200233867,2.505872741414918,0.6316684602840551,47.591139366246146,100,207.71,208.66,209.51,210.47,211.55,212.96,214.70000000000002,216.24,217.75,219.23000000000002,220.70900000000003,222.01,223.56,224.97,226.51,228.05,230.05,232.38,236.68,0,0,0,0,0,0,0,0,74.91555732167693,0.44540997977495717,3.49193823098729,2.245799800446117,1.9302820570522428,219.98000000000002,9.222361360820273,7.080008031685557,WET,-3.7312384658356414,-2.232714985577588
hoh_685058_888028.5.laz,265.55,219.91136846867224,15.37920921952086,0.5752218995457605,2.3824823285436887,0.7084859956761889,43.20289527256277,100,200.39000000000001,201.57,203.35,205.02,206.66,208.43,210.43,212.6,214.70000000000002,216.86,218.93,221.78,225.56,228.69800000000004,231.5,234.86400000000003,238.42000000000002,242.19,247.33849999999998,0,0,0,0,0,0,0,39.701391245334236,85.72559665196245,0.46586340903052204,3.9546293601775484,2.2239512396393586,1.93635949814011,221.95000000000002,15.41824952324719,19.44576439894306,WET,-3.7737221620702903,-1.1201746048930268
hoh_685430.6_928800.9.laz,730.38,633.6503417103598,25.274765648751462,1.4080432723379024,4.43512776473186,0.6520810127580973,33.21280057855722,100,606.07,609.8100000000001,612.7,614.9300000000001,617.16,619.6800000000001,621.65,623.98,625.62,627.33,629.1,630.97,632.91,635.23,638.35,642.94,657.825,680.1500000000001,693.24,0,0,0,0,0,0,0,0,84.84629294755877,0.40618712404329727,4.299538508097535,2.071063256952943,1.8207349859554576,628.08,25.089226666315966,14.658549124547246,UPL,-1.2905894391009785,-1.3141228091480102
hoh_685455.8_900704.3.laz,147.64000000000001,88.62206646593063,35.3399734266224,-0.18435684373665537,1.5283136914367137,0.8493757078480616,57.16516114642578,100,41.5,42.550000000000004,43.21,43.6,44.19,46.52,73.2,84.998,91.4,96.29,102.13,106.43,110.47,114.83,118.9,123.46000000000001,128.25,132.84,138.01099999999997,0,0,25.663618112870846,32.51171090787419,35.24425607851885,42.80615659156815,56.26812402409101,74.12447022083427,90.1070711577069,0.8940005741724688,4.2424421464318085,2.2368443694349893,1.8524441020017153,118.8,31.209412412334974,61.421798630046986,WET,-5.292532308565727,7.819744651247701
hoh_685849.8_884378.5.laz,282.97,230.91364302812687,10.229626795300526,0.9842837537348114,4.848943258843941,0.6371683075688291,46.244763614602036,100,217.58,218.67000000000002,219.8635,221.19,222.74,224.11,225.52,227.03,228.41,229.82,231.33,232.68,234.09,235.73000000000002,237.21000000000006,239.17000000000002,241.34,243.9,247.73399999999998,0,0,0,0,0,0,0,37.69265300014963,97.99491246446206,0.30147409348307613,3.5970322973171385,2.1806522945345237,1.8962127786971148,231,10.266852920557026,7.849292479868963,UPL,-3.833737739699928,-2.0110436724694156
hoh_686332.8_899770.4.laz,154.99,79.97655627605373,31.679244139882947,0.30731499873272417,1.8691701683266564,0.8847253298133615,47.9967577582214,100,41.67,42.36,43.04,44.26,47.57,50.89,56.43,64.4,73.06,77.82000000000001,85.63,90.98000000000003,95.60000000000001,100.67500000000003,106.37000000000003,110.96000000000001,116.4,124.08,133.8,0,0,23.485813549507817,38.77243775332947,49.63520555877244,62.17718587145339,77.39432541980312,89.95946728430805,97.02374059061958,0.5574541602161476,4.461988869060496,2.214650809038545,1.8631853463628385,97.47,32.80585341695887,45.89639845055746,WET,-5.886474788343698,9.002751854881746
hoh_686361.2_900675.8.laz,171.85,97.42396470851017,35.07773859088063,-0.3447387348729737,1.6619797533279217,0.8479402480969267,58.02993075720349,100,45.37,46.42,47.28,48.29,54.83,74.27300000000001,87.37,94.78800000000001,100.68549999999999,106.92,112.89600000000003,116.20200000000006,120.31,124.67,128.57000000000005,131.59,134.19,136.78,140.00400000000002,0,0,23.44465542276332,28.7389701775941,34.34602926393388,47.33608846196806,64.97263487099296,91.34368368144756,99.17346140958338,0.7338018812182375,4.364027938335779,2.2841075473077055,1.8397370900519308,129.72,22.28175232663101,66.62016068587388,UPL,-5.382343976736895,7.820116274637063
hoh_686722.4_854443.8.laz,141.76,87.13716053876956,23.965822039983106,-0.1724527172182551,1.8941901310607516,0.8282295359574099,54.495813614852565,100,50.95,51.25,51.38,55.87200000000003,67.5825,72.8,78.54,82.94,86.71000000000001,90.65,94.59,97.46400000000003,100.36,102.72,105.51,108.74200000000002,112.96150000000002,118.13100000000003,123.16,0,0,0,20.098306936100492,27.871836883306027,42.61787729837976,63.098488985982165,85.52703440742764,98.08847624249044,0.6948954121235379,4.103161335349521,2.176853701718343,1.7937997533507828,98.79,22.669273772743242,17.985467925001153,WET,-5.250045679112758,4.368504888200814
hoh_687627.8_854415.4.laz,161.58,81.57843018058287,16.319150291439726,0.5277506199615641,3.2048218101659045,0.8010351682995821,48.92723046665475,100,59.61,61.25,62.730000000000004,64.57000000000001,66.76,69.52,72.64,75.75,78.81,81.2,83.37,86.09,88.39,90.72,93.20250000000006,96.06,99.38,102.89,107.9,0,0,0,20.214573088958428,49.16405900759946,81.54671434957532,97.3357174787662,99.53509164059007,99.79436745641483,0.3430986447208549,4.073264132033901,2.275638068589233,2.006339644939045,86.25,15.683329589834022,20.368011362900827,WET,-6.091156115432254,5.346807794432492
hoh_687660.6_884321.7.laz,296.29,252.63851742344247,14.272582972720986,0.2552439907921932,2.3931127988686893,0.7069346663689223,48.21541710665259,100,230.81,233.46,236.42300000000003,239.44,241.91500000000002,243.83,245.83,247.77,249.70000000000002,251.8,253.861,255.81,257.94,260.33,263.005,265.75600000000003,269.05000000000007,272.05,277.139,0,0,0,0,0,0,0,15.842839036755388,81.41106886354035,0.667068234678475,4.023404628210071,2.1836297019816424,1.863419726040339,253.31,13.968281498624405,8.933726759284058,WET,-3.426069117222753,-1.1574084901054276
hoh_687689_885227.1.laz,328.12,278.8061046942884,16.21501601945842,0.39960529560275876,2.67258509594672,0.7115746008252851,47.3243615555791,100,253.994,257.48,260.512,263.91,266.63,269.154,271.62,274.15000000000003,276.11,277.92,279.76,281.76,283.86,286.32,289.24,292.39,296.30800000000005,301.08,308.69,0,0,0,0,0,0,0,17.68757948283171,84.03984739296313,0.5727818603495499,4.1224216305222985,2.2120543730727467,1.9489775064936095,279.3,15.82597094492628,10.792336895767138,WET,-3.349313422479361,-1.2559293690677253
hoh_688419.4_850765.4.laz,143.93,110.18056141393139,8.604552463396567,0.30549842415020156,2.6622714537992884,0.7119793135612872,49.220258428635084,100,97.41,99.57000000000001,100.89,102.03,103.18,104.4,105.87,107.55,108.73,109.97,111.15,112.34600000000002,113.45,114.7,116.08,117.59,119.32000000000001,121.69,125.07000000000001,0,0,0,0,0,0,14.43850267379679,71.58348187759952,98.29174093879976,0.6263974246569529,3.5380580763556178,2.2146731290285184,1.9762477905615523,110.92,8.392058729357654,7.299717400229315,WET,-4.663656336282423,-1.183396370985843
hoh_688447.8_851670.8.laz,162.70000000000002,119.1712079075222,16.149786881530822,-0.17346167338508675,2.5363999375926602,0.8172040488547875,52.53811358686548,100,89.93,98.09200000000001,101.57800000000002,104.69,107.22,110.15199999999999,113.052,115.656,117.85000000000001,120.54,122.58200000000002,124.47,126.61,128.67000000000002,131.17000000000002,133.37,136.114,139.34,144.39000000000001,0,0,0,0,0.938337801608579,9.617962466487937,36.74597855227882,73.156836461126,96.36394101876675,0.9492845062122202,4.161127845620804,2.1928030863898713,1.8687189418142196,123.29,14.395744468878974,11.590699814109962,UPL,-4.508696291077806,0.6976529220855916
hoh_688561.6_855292.3.laz,129.53,97.04767924528302,8.575387306318998,0.8450054046074732,3.0967787802843247,0.6803346676850074,44.056603773584904,100,87.27,87.76,88.29,88.88,89.57000000000001,90.32000000000001,91.21000000000001,92.42,93.73,95.24,96.82000000000001,98.10000000000001,99.47,101.05,102.73000000000003,104.82000000000001,106.89450000000002,109.09,113.22,0,0,0,0,0,0,31.675427955250036,77.55762232106753,97.3716134249899,0.3354957094221936,3.309088304229992,2.2072203576000313,2.0100919351168773,96.62,8.693728603660452,7.743291612865939,WET,-4.932721579622809,-1.4006746204977951
hoh_688566_884293.3.laz,351.67,265.7432258349532,19.76907051586205,0.7249703861980149,3.069439262008174,0.7167634884962446,45.8915002650645,100,241.1655,242.49,243.8,245.64000000000001,248.46,251.54,254.86,257.22,260.17,263.29,266.31,268.93,272.41,275.06600000000003,278.44,282.15000000000003,286.55,293.14,303.8745,0,0,0,0,0,0,21.100998497835118,78.71343995758593,98.69223292391978,0.32415072142069634,4.202164455725605,2.1671445994942977,1.9446948276212546,267.13,20.07102555312726,22.150247909316302,UPL,-3.68610151472089,-0.23034035117056978
hoh_688675.3_858913.9.laz,209.71,137.20931239623687,37.160001218897094,-0.37674136754112714,1.6121998543413258,0.7749199968074014,61.413945766463755,100,83.79,84.55,85.07000000000001,85.60000000000001,86.45,107.023,120.48500000000003,141.364,148.6245,153.885,157.32,159.32,161.15,162.96,164.7375,167.45000000000002,172.70000000000002,177.92000000000002,185.17000000000002,0,0,0,5.410267054102671,29.500484295004846,36.37747336377473,43.669572436695724,80.26843780268437,96.48540196485402,0.7634315511424745,4.142509683439175,2.143565156586181,1.828682108825141,162.45,25.47246724572319,53.66617792218995,WET,-4.3956791437052045,3.909094961559527
hoh_690429.2_857046.2.laz,182.87,111.64070263679318,29.436131182666948,-0.3794814234692906,1.9191879640272453,0.8575163165264751,56.42432556012803,100,62.83,66.01,67.13,80.91,89.14,94.29,99.31,106.59,113.68,119.06,123.75,127.10000000000004,130.18,133.1,136.19,139.07,141.70000000000002,145.01,149.97,0,0,0,18.23170731707317,26.8140243902439,42.14939024390244,61.326219512195124,91.58536585365854,99.51219512195122,0.7645828985100254,4.46660999571135,2.2283970603646015,1.7863327315670632,132.265,24.44881240004722,36.01627533245234,WET,-4.97842149880798,4.945157216480265
hoh_691533.7_863355.5.laz,286.65000000000003,229.30040625344049,38.64396366364592,-1.3555212765582612,3.862253419133036,0.78299499196742,64.56016734559067,100,139.11,140.45000000000002,199.352,214.07,220.31,225.29,229.1,233.73000000000002,237.597,240.91,244.13,246.62,249.05,251.68600000000004,254.76000000000002,258.1,261.25,265.09000000000003,270.046,0,0,0,0,11.583351684650959,13.080819202818763,15.32702048007047,35.443734860162955,79.86126403875798,1.6150141649259173,4.43039077741425,2.105933176553778,1.8355074084466645,247.21,26.02404804484744,47.97925568935947,WET,-3.0496098136320153,1.9076599772212386
hoh_691903.3_875125.6.laz,1093.9,1025.5565014233146,31.5851403948949,-0.45527716562318093,2.4881762998612476,0.6833205491241492,55.182947996945074,100,966.8030000000001,979.79,988.3590000000002,994.98,1003.38,1010.63,1015.45,1021.582,1025.72,1029.56,1033.92,1038.42,1042.689,1047.14,1050.23,1053.93,1059.09,1063.114,1070.207,0,0,0,0,0,0,0,0,12.116372726010276,1.544792169292465,4.7815386660403885,2.0738780915848665,1.929680015411663,1038.22,29.293790544500034,40.781928348205376,UPL,1.5049128469219983,-0.0010396152581698404
hoh_692443.4_892328.2.laz,300.36,252.77870320016734,12.465519558273828,0.5181253341974646,2.8829685393323854,0.677099784661849,46.14097469148714,100,234.58,236.71,238.88,241.4,243.6,245.47,247.11,248.56,250.03,251.64000000000001,253.12,254.72,256.63,258.3,260.47,263.12,266.08,270.73,275.69,0,0,0,0,0,0,0,17.782426778242677,89.70711297071131,0.452881797039275,3.86284191796715,2.1553353646407927,1.897525572638807,252.375,12.34099495242023,6.493208840265391,WET,-3.5318911121966132,-1.5823019472259499
hoh_692471.8_893233.7.laz,327.23,271.98461134913003,23.506267372894463,0.06719315671341793,1.6714755432755497,0.7147277965027958,51.20223834921745,100,240.68,241.11,242.09,244.16,246.23000000000002,250.84399999999997,257.45,264.04,269.29,272.9,277.03000000000003,282.12,285.92,288.98,292.52000000000004,296.19,299.558,302.72,306.82,0,0,0,0,0,0,0,38.11647429171039,77.89436866037076,0.5742490391300823,4.13874801181251,2.192576635125495,1.9746308403379031,283.07,24.390020566296865,21.07430596191661,WET,-3.2754177915760687,-0.5666003887276636
hoh_692723.4_872380.9.laz,395.73,331.77786473323005,34.36601762849541,-0.27347574347598425,1.4543022377011836,0.7186041903571427,56.398051804294894,100,283.79,285.01,285.69,286.78000000000003,289.7075,297.24,311.10650000000004,322.15000000000003,336.81,346.245,350.95,354.23,356.5735000000001,359.15000000000003,361.74,364.34000000000003,366.76,369.95,374.714,0,0,0,0,0,0,0,37.19694453669877,64.15365880659803,0.7960307270566174,4.2977791919598225,2.1585884724141327,1.8405420987509344,358.33,29.370856336602436,44.56460751936441,WET,-2.5743924015372004,0.5209468441917512
hoh_693267.2_918585.5.laz,833.73,758.4158710169816,31.935274275762563,-0.2486387499295938,1.8984285424456733,0.7047680555773427,55.11352795268078,100,704.85,711.653,718.3745,724.0500000000001,731.17,736.94,743.1205,750.27,758.59,765.0600000000001,769.3765,773.738,778.0060000000001,781.46,784.91,788.32,792.5500000000001,796.91,803.0500000000001,0,0,0,0,0,0,0,0,40.043888941894856,0.910664067195758,4.7402062370788745,2.2377729038523975,1.884965067075856,783.1700000000001,26.108362961326335,49.2420392919414,UPL,-0.2020533464792433,0.17914279931806149
hoh_693608_929450.8.laz,1152.72,1115.4399034981907,14.752462555967293,-0.3549182483741443,2.5472293127784438,0.5740534333342667,54.376088996113126,100,1089.07,1092.88,1097.21,1102.03,1106.66,1109.32,1111.51,1113.42,1115.16,1117.16,1118.73,1120.54,1122.3700000000003,1124.14,1126.18,1128.38,1130.48,1133.17,1137.6000000000001,0,0,0,0,0,0,0,0,0,1.00991968989038,4.047007615393832,2.189567573198932,1.9224692974852629,1120.21,12.485397368077688,13.533139784674978,UPL,1.4748961873249622,-1.766013002732442
hoh_693778.3_934883.5.laz,796.29,676.305139414802,49.02060997333893,0.43676363939463003,1.747664674820278,0.7366367977971533,42.78829604130809,100,618.0235,621.6469999999999,625.33,629.59,633.3375000000001,636.45,640.02,645.688,652.2620000000001,660.3000000000001,665.1565,685.5880000000001,704.07,715.19,724.8225,732.09,739.8495,746.753,755.828,0,0,0,0,0,0,0,30.74539507660527,70.95885694611809,0.5637806226958872,4.9207068786564765,2.016899964104308,1.7415764960232787,660.4,50.167847449755484,28.148490352856413,UPL,-0.6420476743500022,1.1457151577382825
hoh_694428.3_926706.1.laz,896.65,848.9129004678174,25.233849982486294,-1.6107689646429784,6.0656971517035805,0.6432488457212043,59.96128407807711,100,786.734,824.13,832.28,837.04,840.5,843.5,846.0600000000001,848.88,851.02,853.34,855.3100000000001,857.38,859.7310000000001,862.5,865.02,867.94,870.44,874.3100000000001,878.57,0,0,0,0,0,0,0,0,7.179735398515651,1.9758825188829992,4.373233797325183,2.126019437114018,1.8406146661396512,856.72,15.7991297485562,23.084358908504026,UPL,0.5762731667534142,-0.863649331975907
hoh_694598.6_932138.8.laz,1176.64,1091.649375367431,41.22762466681046,-0.9800011974144329,3.5237261059368525,0.6911283243621141,60.390946502057616,100,998.6695,1013.6800000000001,1055.3115,1067.29,1076.57,1082.307,1087.1715,1091.9040000000002,1095.2945,1099.77,1103.9895000000001,1107.28,1111.02,1114.204,1118.4,1123.49,1128.462,1135.161,1146.6755,0,0,0,0,0,0,0,0,16.06644127590769,1.292605812021908,4.886566281801172,2.136189670508202,1.734172736499195,1107.45,34.641950978028504,40.72789273022902,UPL,1.9062914654596663,0.7341230743450029
hoh_694619.5_875040.3.laz,621.13,526.5083411059294,38.30665431310732,0.32575015030908405,2.273269982607254,0.7667080644292501,42.68820786142572,100,466.86,480.91200000000003,486.91,492.898,499.61,503.867,507.77000000000004,511.19,515.0600000000001,519.16,524.036,530.7140000000002,538.0185,545.2470000000001,555.61,567.0300000000001,576.2665,582.38,591.9555,0,0,0,0,0,0,0,22.705314009661837,76.91154422788605,0.9091823384986149,4.931113891228817,2.1209162607362617,1.7146557429960785,522.11,39.09867785265609,26.143986557334898,UPL,-1.5347716444725816,0.8478786916430733
hoh_694769_937571.5.laz,591.17,531.6470871826722,16.169873797006264,0.49395731078097443,2.53707835912093,0.6456195207112907,44.21240586910954,100,508.89,511.58,514.4,516.9300000000001,519.39,521.52,523.42,525.23,527.26,529.3,531.33,533.69,536.3800000000001,539.4300000000001,542.55,546.23,550.29,555.77,562.37,0,0,0,0,0,0,0,0,56.76242236024844,0.5261349907183213,4.120410682919602,2.264802224625593,2.07970665020051,530.97,16.113245561818566,17.439353601293888,UPL,-1.9495000095930335,-1.9305870297193668
hoh_694910.9_942098.8.laz,764.7,737.6934825806452,4.771205578465135,1.8678023120408105,7.382923160421692,0.4011288328583473,36.438709677419354,100,733,733.4,733.73,734.114,734.45,734.78,735.14,735.46,735.86,736.28,736.71,737.24,737.89,738.5590000000001,739.4300000000001,740.52,741.76,743.634,747.96,0,0,0,0,0,0,0,0,0,0.22340839016589348,2.663288307270266,2.148301903074227,1.9711707473507523,736.28,4.786472577350122,3.0121674054157115,WET,-0.935305689704109,-4.7309991824151165
hoh_695269_866863.3.laz,315.94,270.8145096322242,23.785512194277334,-1.1305267920461712,3.8057554110194536,0.7604723313254401,60.90192644483362,100,215.6305,231.851,247.44150000000002,256.5,261.55,265.584,268.47,271.42,274.05,276.48,278.28000000000003,280.74600000000004,283.04,285.01,287.2,289.878,292.22,295.24,298.98,0,0,0,0,0,0,6.700240858331509,17.2542150208014,68.07532296912633,1.5517728242179691,4.37693829248408,2.14321465593088,1.7974339508614745,280.12,19.90218970820035,14.435138180379065,UPL,-2.864691869477492,0.03914775783484453
hoh_695415.4_900391.7.laz,220.57,161.3357545658443,31.020927558576567,-0.6389145040558681,2.2853863809955897,0.8250070128671225,61.39057994232617,100,104.17,105.81,110.76,129.32000000000002,143.5775,151.61,157.41,162.63,165.98,169.85,173.16,176.13800000000003,179.26,181.59,184.18000000000006,186.904,190.49,194.716,200.65149999999997,0,0,0,0,14.645088928056401,20.862041339528922,32.20637718314373,60.61528601185707,93.49463227046948,0.9944543757432253,4.451915304419704,2.2167212800218734,1.7663340634310685,178.71,25.158172532210614,33.11296144979229,WET,-4.038270878355109,2.5182928648397183
hoh_695788_941164.9.laz,844.49,771.0973159072416,26.461392423887382,-0.031040421754003556,2.0598654666979446,0.6473347713529876,52.237591537835634,100,730.9,731.69,733.1,740.65,750.0600000000001,755.71,759.64,763.29,768.27,773.6700000000001,778.802,782.9580000000001,786.2860000000001,789.24,791.99,794.744,797.64,802.4870000000001,810.7734999999999,0,0,0,0,0,0,0,0,35.66269962363951,0.5704562576608729,4.362216117697563,2.2818407733298396,1.9198516359069313,788.65,22.62348208208194,38.28006795543461,WET,-0.36800095688544093,-0.7187811948447436
hoh_695951.3_888592.9.laz,521.46,476.1354286084814,15.16763250110296,0.5807504752486342,2.3989042068583672,0.6146231259922913,46.88107897808326,100,458.17,458.96000000000004,459.61,460.3,461.29,463.16,466.485,468.86,471.26,473.98,477.18,479.49,481.72,483.82,486.40000000000003,490.06,493.96000000000004,498.1,504.365,0,0,0,0,0,0,0,0,40.920881971465626,0.4332181861990132,3.845471068160321,2.2490424495544974,1.8939827342661542,479.645,15.162650579996876,16.70581243498127,WET,-2.1541437082292756,-1.83049302112553
hoh_696040.4_920311.2.laz,1027.92,970.0128890306123,31.86025031251643,-0.4932359075551196,2.002090097741113,0.6719397636081264,59.80867346938775,100,913.4180000000001,919.8070000000001,926.8955,934.604,941.92,949.858,961.9595,969.88,975.5600000000001,978.755,982.58,986.5500000000001,989.89,992.4200000000001,995.08,998.558,1002.1,1006.07,1011.28,0,0,0,0,0,0,0,0,13.738997321086874,1.2090551204950322,4.660098884963216,2.199055326092468,1.867195460590466,991.8000000000001,21.1626927266267,49.06215178792728,UPL,1.0681541169587758,0.06781041607797184
hoh_696231.3_868645.6.laz,334.25,239.6339805258033,35.15607097639721,0.3538232166035405,1.9180822909427884,0.7253119385134578,51.080817916260955,100,200.20000000000002,200.66,201.21,202.07,202.72,203.41,209.02,213.828,227.23000000000002,242.45000000000002,249.89100000000002,256.04,260.04,263.71,266.5,270.54,276.97,286.958,298.86800000000005,0,0,0,0,0,8.375535644721465,46.805609661082975,76.50954421503701,95.57849629918192,0.4248115778825895,4.215432633669403,2.045913107437976,1.6758757463396243,255.29500000000002,35.32542554466919,25.63239938808519,WET,-3.5583765949835664,1.7305802672780644
hoh_696544_878605.laz,1051.57,989.3146831403301,32.458144273514414,-0.23408010211623823,1.495299092966378,0.6083830793401711,56.141150724901976,100,945.119,945.83,946.72,947.6,948.72,953.94,972.14,983.9320000000001,991.3489999999999,998.13,1003.34,1008.2,1011.97,1015.4200000000001,1018.73,1021.1840000000001,1023.72,1027.0120000000002,1031.651,0,0,0,0,0,0,0,0,13.08590187853365,0.8828913884452047,4.23315353641602,2.0029882565973507,1.8242234871559173,1005.64,32.36759632881624,18.356250900510112,UPL,1.1649957637795616,-0.49965892697150094
hoh_697084.1_895807.8.laz,331.69,290.19595704753965,10.43107534176806,0.7607198818283661,3.538547640724996,0.6334502334464177,43.16096747289408,100,275.03000000000003,278.02,280.18,281.79,282.91,284.03499999999997,285.11,286.09000000000003,287.11,288.25,289.57,291.44,292.9725,294.45,296.26750000000004,298.52,300.98,304.82,310.025,0,0,0,0,0,0,0,0,80.10427528675704,0.4698495412914125,3.6766723503202727,2.2107858787868966,1.9920023654921704,288.94,10.169599647636701,6.8339941792655745,WET,-3.3627688261306905,-2.4079754099353186
hoh_697335.7_874955.laz,969.19,897.1360631793478,24.980122880057873,-0.18760639756280248,3.2484804430383347,0.6564741984574636,54.0421195652174,100,846.82,863.3530000000001,873.03,877.9200000000001,882.28,887.14,891.21,894.0060000000001,896.65,899.44,901.9320000000001,904.33,906.33,908.73,912.04,915.6800000000001,919.95,925.36,937.76,0,0,0,0,0,0,0,0,14.551013475257616,1.095374752052769,4.514219007285482,2.121463189673966,1.8333727969583393,904.59,21.13580667458518,24.758264838021013,UPL,0.576947961037954,-0.6774715621713095
hoh_698724.4_890318.5.laz,597.1800000000001,550.459374234495,11.153033411831693,0.8348692186206865,3.5686149922455073,0.5838669648777063,44.5830085736555,100,535.89,537.4,539.11,540.85,542.09,543.5,544.65,545.67,546.98,548.69,550.33,551.77,553.3100000000001,555.1800000000001,557.09,559.15,561.6800000000001,565.8100000000002,571.19,0,0,0,0,0,0,0,0,10.144766146993318,0.4122242354192667,3.7322052585039223,2.18747525606471,1.995877757454146,550.75,11.244614749508084,10.912662918211872,UPL,-1.7156474625707303,-2.690164527419426
hoh_699008.6_899372.6.laz,381.56,320.9517709629965,20.764758935985324,0.20463781956285915,2.0852813739479763,0.7126103818129486,49.3945909245219,100,291.37,292.39,294.42,298.62,302.92,306.56,310.01,313.66200000000003,317.16,320.57,323.874,327.49,331.04,334.35,337.43,340.55,344.29,348.62,354.858,0,0,0,0,0,0,0,27.72747849705749,84.05387052965142,0.5151407896101771,4.235947169088253,2.2652810771559166,1.8843423717121324,328.54,19.943929965311526,24.836580978009284,WET,-3.077864833451774,-0.5566383748440167
hoh_699037.1_900278.1.laz,336.02,295.50707347707765,9.039508476811505,1.1656236356672607,4.614445990085526,0.5909371425533329,41.74167887795688,100,283.79,284.81,286.48,288.12,289.44,290.42,291.37,292.29,293.14799999999997,294.06,294.88,295.93,296.88,298,299.34000000000003,301.44,303.97,307.64,314.078,0,0,0,0,0,0,0,0,82.20268006700168,0.31908515593815456,3.4375822205668447,2.189881843358492,1.9410027290838607,294.36,9.070106796783286,5.99838271055133,WET,-3.382270017897142,-2.7927551129659878
hoh_699264.4_907521.5.laz,184.12,142.16449823943663,20.696714514226453,-0.8618252290909718,2.831581150297914,0.7774593142384505,60.68661971830986,100,99.25,101.54,119.03600000000004,127.95,132.64000000000001,136.65,139.86,142.738,145.11,147.18,149.41,151.25,153.31,155.15,157.22,159.51,161.48,163.983,167.62,0,0,0,0,0,14.175030815284382,21.007219580912135,50.25532664201444,92.55150554675119,1.0714804102686761,4.054907251324606,2.2424184631240913,1.8665980350735791,152.23,14.717932410879925,20.090124042960106,WET,-4.133824159074755,0.543753654181875
hoh_699796_866721.1.laz,834.5500000000001,793.3453109988915,23.7206880441882,-1.0012565066470076,2.7010939437115993,0.6023177576124779,68.35817218869319,100,746.5500000000001,747.6,754.23,768.194,786.665,792.19,795.9,798.19,800.003,801.47,802.98,804.4300000000001,806.1210000000001,807.74,809.41,811.32,813.5500000000001,816.11,819.4540000000001,0,0,0,0,0,0,0,0,13.032766691303276,1.399969576213511,4.051726901119722,2.1755836281499272,1.8536571861842142,805.3100000000001,11.943463157095653,28.323710671900148,UPL,0.08250905524506312,-0.8674391538617774
hoh_699885.6_898438.8.laz,384.55,324.852506097561,19.615544309648108,0.11228102561133199,2.253315271751925,0.695524338266698,50.899390243902445,100,294.88,295.5,297.7,305.02,309.9925,313.78000000000003,316.6,319.62,322.6,325.375,328.228,331,333.3,335.83,338.98,342.58,346.62,350.463,357.15000000000003,0,0,0,0,0,0,0,22.48818417441683,84.44884890989479,0.5184892040551194,4.1398122046244055,2.2384142937341367,1.9430496681808573,331.63,16.82867757932355,19.429737849697993,WET,-3.066077099055536,-0.9400012537887875
hoh_700137.2_877585.9.laz,510.86,457.48125599381285,25.039205732843072,-0.6272425497092636,2.378489569757628,0.6925230543694622,63.7122969837587,100,410.43,413.88,418.688,430.236,441.90000000000003,451.08,456.56,460.37,463.29,465.25,467.13,468.73,470.24,471.92,473.65000000000003,476.28000000000003,479.85,484.48,490.78000000000003,0,0,0,0,0,0,0,1.005569306930693,39.12438118811882,0.9545233208916836,4.318639958445557,2.213978094099173,1.8041717682292684,470.885,13.494472472009909,28.985584605977923,WET,-1.848721038374271,-0.37804649895784775
hoh_700194.1_879396.7.laz,699.83,647.0846249752623,19.172654088801934,0.1868007580739113,2.134222175730863,0.6553969007936242,48.584999010488815,100,618.73,621.826,624.8240000000001,627.46,631.3000000000001,635.01,637.7,640.42,643.27,646.39,649.11,651.7,654.844,658.182,662.1,666.3000000000001,669.6800000000001,673.78,678.828,0,0,0,0,0,0,0,0,23.242922193625024,0.7546562131105105,4.29339856128809,2.175402467273943,1.833653380711936,648.29,19.059390591815973,10.218328609148124,UPL,-1.008006361383696,-1.1881444060019457
